131;"Comune";"Asti";"Refrancore";"VIA CAVOUR";"10";"3";"R0050890002";"0050890002";"2 - tra il 1800 ed il 1900";;0,00
132;"Comune";"Asti";"San Marzano Oliveto";"VIA UMBERTO I";"2";"1";"R0051000001";"0051000001";"2 - tra il 1800 ed il 1900";;0,00
133;"Comune";"Asti";"Valfenera";"Via Diaz";"22";"2";"R0051120001";"0051120001";"2 - tra il 1800 ed il 1900";;0,00
134;"Comune";"Biella";"Andorno Micca";"PIAZZA UNITA' D'ITALIA";"2";"0960021";"R0960020004";"0960020004";"2 - tra il 1800 ed il 1900";;0,00
135;"Comune";"Biella";"Andorno Micca";"PIAZZA UNITA' D'ITALIA ";"2";"0960020002";"R0960020002";"0960020002";"2 - tra il 1800 ed il 1900";;0,00
136;"Comune";"Biella";"Andorno Micca";"vIA g.B. bONESIO";"22";"4";"R0960020005";"0960020005";"2 - tra il 1800 ed il 1900";;0,00
137;"Comune";"Biella";"Biella";"PIAZZA BEATO DE MOSSO";"2";"1";"R0960040028";"0960040028";"2 - tra il 1800 ed il 1900";;0,00
138;"Comune";"Biella";"Biella";"Via Arnulfo";"8";"17";"R0960040012";"0960040012";"2 - tra il 1800 ed il 1900";;0,00
139;"Comune";"Biella";"Brusnengo";"VIA FORTE";"12";"2";"R0960070003";"0960070003";"2 - tra il 1800 ed il 1900";;0,00
140;"Comune";"Biella";"Campiglia Cervo";"Piazza DELLA CHIESA";"107";"BIEE80003N";"R0960110002";"0960110002";"2 - tra il 1800 ed il 1900";;0,00
141;"Comune";"Biella";"Graglia";"CASALE BERTOLETTO";"2";"3";"R0960280003";"0960280003";"2 - tra il 1800 ed il 1900";;0,00
142;"Comune";"Biella";"Graglia";"VIA BOVERI CARLO";"7";"1";"R0960280001";"0960280001";"2 - tra il 1800 ed il 1900";;0,00
143;"Comune";"Biella";"Mongrando";"VIA ALLE SCUOLE";"5";"1";"R0960350003";"0960350003";"2 - tra il 1800 ed il 1900";;0,00
144;"Comune";"Biella";"Occhieppo Inferiore";"Via ROMA";"7";"2";"R0960400003";"0960400003";"2 - tra il 1800 ed il 1900";;0,00
145;"Comune";"Biella";"Occhieppo Superiore";"Piazza VITTORIO VENETO";"12";"2";"R0960410002";"0960410002";"2 - tra il 1800 ed il 1900";;0,00
146;"Comune";"Biella";"Portula";"fraz. boera";"4";"BIAA802034";"R0960480003";"0960480003";"2 - tra il 1800 ed il 1900";;0,00
147;"Comune";"Biella";"Pralungo";"Via Roma";"10";"4";"R0960490004";"0960490004";"2 - tra il 1800 ed il 1900";;0,00
148;"Comune";"Cuneo";"Alba";"Corso Europa";"1";"14";"R0040030016";"0040030016";"2 - tra il 1800 ed il 1900";;0,00
149;"Comune";"Cuneo";"Alba";"Via Cesare Balbo";"8";"16";"R0040030018";"0040030018";"2 - tra il 1800 ed il 1900";;0,00
150;"Comune";"Cuneo";"Borgomale";"Via Principale ";"5";"2";"R0040240005";"0040240005";"2 - tra il 1800 ed il 1900";;0,00
151;"Comune";"Cuneo";"Bra";"Via REGINA MARGHERITA";"30";"5";"R0040290013";"0040290013";"2 - tra il 1800 ed il 1900";;0,00
152;"Comune";"Cuneo";"Bra";"Via Valfré";"6";"18";"R0040290036";"0040290036";"2 - tra il 1800 ed il 1900";;0,00
153;"Comune";"Cuneo";"Carru'";"CORSO EINAUDI LUIGI";"10";"1";"R0040430001";"0040430001";"2 - tra il 1800 ed il 1900";;0,00
154;"Comune";"Cuneo";"Casalgrasso";"Via Monsignor Rostagno";"2";"03";"R0040450003";"0040450003";"2 - tra il 1800 ed il 1900";;0,00
155;"Comune";"Cuneo";"Casalgrasso";"Via Torino";"31";"02";"R0040450002";"0040450002";"2 - tra il 1800 ed il 1900";;0,00
156;"Comune";"Cuneo";"Centallo";"Via Cuneo";"2";"4";"R0040610003";"0040610003";"2 - tra il 1800 ed il 1900";;0,00
157;"Comune";"Cuneo";"Cervere";"Via Roma";"16";"1";"R0040650001";"0040650001";"2 - tra il 1800 ed il 1900";;0,00
158;"Comune";"Cuneo";"Cherasco";"VIA CONTE PETITTI";"38";"6";"R0040670002";"0040670002";"2 - tra il 1800 ed il 1900";;0,00
