Cod. Sede;Cod. Scuola;Grado Scolastico;Cod. MIUR;Denominazione1;Denominazione2;Indirizzo;Frazione;Comune;Provincia;Tipo Unit… Scolastica;Sezione Scolastica;Tipo Insegnamento;Specializzazione;Codice Specializzazione;Anno di Corso;Classi;Maschi;Femmine
001013A324;0010134001;Scuola secondaria di II grado;TOTD05000T;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Sede centrale;DIURNA;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;COSTRUZIONI, AMBIENTE E TERRITORIO;2TCCOS00;III anno;2;46;10
001013A324;0010134001;Scuola secondaria di II grado;TOTD05000T;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Sede centrale;DIURNA;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO;2TCCOSNN;I anno;3;55;10
001013A324;0010134001;Scuola secondaria di II grado;TOTD05000T;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Sede centrale;DIURNA;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO;2TCCOSNN;II anno;3;58;8
001013A324;0010134001;Scuola secondaria di II grado;TOTD05000T;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Sede centrale;DIURNA;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;INDIRIZZO GENERALE;225GG00;IV anno;3;44;9
001013A324;0010134001;Scuola secondaria di II grado;TOTD05000T;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Sede centrale;DIURNA;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;INDIRIZZO GENERALE;225GG00;V anno;3;54;12
001013A324;0010134004;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Scuola coordinata;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING - ART. SISTEMI INFORMATIVI AZIENDALI;2ECAFM22;III anno;1;9;11
001013A324;0010134004;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Scuola coordinata;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;PROGETTO MERCURIO;224PP01;IV anno;1;12;4
001013A324;0010134004;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA G. B. NICOL 35;;AVIGLIANA;TORINO;Scuola coordinata;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;PROGETTO MERCURIO;224PP01;V anno;2;19;13
001013A324;0010134005;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA NICOL ANG.VIA DEL BRUTTO;;AVIGLIANA;TORINO;Succursale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING  ;2ECAFM20;III anno;1;11;16
001013A324;0010134005;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA NICOL ANG.VIA DEL BRUTTO;;AVIGLIANA;TORINO;Succursale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING - BIENNIO;2ECAFMN1;I anno;3;31;30
001013A324;0010134005;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA NICOL ANG.VIA DEL BRUTTO;;AVIGLIANA;TORINO;Succursale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING - BIENNIO;2ECAFMN1;II anno;3;38;28
001013A324;0010134005;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA NICOL ANG.VIA DEL BRUTTO;;AVIGLIANA;TORINO;Succursale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;INDIRIZZO I.G.E.A. (GIURIDICO ECONOMICO AZIENDALE);224ZZ01;IV anno;2;17;19
001013A324;0010134005;Scuola secondaria di II grado;TOTD05000T;I.T. COMMERCIALE / I.T. SETT ECONOMICO;G. GALILEI;VIA NICOL ANG.VIA DEL BRUTTO;;AVIGLIANA;TORINO;Succursale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;INDIRIZZO I.G.E.A. (GIURIDICO ECONOMICO AZIENDALE);224ZZ01;V anno;2;18;20
0010224001;0010224001;Scuola secondaria di II grado;TOTD08500R;I.T. COMMERCIALE / I.T. SETT ECONOMICO;FREJUS;VIA GENOVA 4;;BARDONECCHIA;TORINO;Sede centrale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING  ;2ECAFM20;III anno;1;9;1
0010224001;0010224001;Scuola secondaria di II grado;TOTD08500R;I.T. COMMERCIALE / I.T. SETT ECONOMICO;FREJUS;VIA GENOVA 4;;BARDONECCHIA;TORINO;Sede centrale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING - BIENNIO;2ECAFMN1;I anno;1;4;0
0010224001;0010224001;Scuola secondaria di II grado;TOTD08500R;I.T. COMMERCIALE / I.T. SETT ECONOMICO;FREJUS;VIA GENOVA 4;;BARDONECCHIA;TORINO;Sede centrale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING - BIENNIO;2ECAFMN1;II anno;1;8;2
0010224001;0010224001;Scuola secondaria di II grado;TOTD08500R;I.T. COMMERCIALE / I.T. SETT ECONOMICO;FREJUS;VIA GENOVA 4;;BARDONECCHIA;TORINO;Sede centrale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;INDIRIZZO I.G.E.A. (GIURIDICO ECONOMICO AZIENDALE);224ZZ01;IV anno;1;6;2
0010224001;0010224001;Scuola secondaria di II grado;TOTD08500R;I.T. COMMERCIALE / I.T. SETT ECONOMICO;FREJUS;VIA GENOVA 4;;BARDONECCHIA;TORINO;Sede centrale;DIURNA;I.T. COMMERCIALE / I.T. SETT ECONOMICO;INDIRIZZO I.G.E.A. (GIURIDICO ECONOMICO AZIENDALE);224ZZ01;V anno;1;9;11
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;BROCCA- SCIENTIFICO TECNOLOGICO;441BB04;IV anno;1;17;1
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;BROCCA- SCIENTIFICO TECNOLOGICO;441BB04;V anno;1;7;4
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;INDIRIZZO GENERALE;441GG00;IV anno;2;26;20
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;INDIRIZZO GENERALE;441GG00;V anno;1;19;10
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;INDIRIZZO LINGUISTICO C.M. 27/91;441ZZ01;IV anno;1;3;22
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;INDIRIZZO LINGUISTICO C.M. 27/91;441ZZ01;V anno;1;3;13
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;I anno;1;21;7
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;II anno;1;24;7
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;III anno;1;13;7
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;I anno;2;38;10
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;II anno;1;17;12
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;III anno;1;18;11
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;SPERIMENTAZIONE ARTE E DESIGN;441SS03;IV anno;2;13;24
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;SPERIMENTAZIONE ARTE E DESIGN;441SS03;V anno;2;10;23
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;SPERIMENTAZIONE BIOLOGICO SANITARIO;441SS02;IV anno;2;19;25
001047A289;0010474003;Scuola secondaria di II grado;TOPS039018;LICEO SCIENTIFICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;SPERIMENTAZIONE BIOLOGICO SANITARIO;441SS02;V anno;2;16;21
001047A289;0010474004;Scuola secondaria di II grado;TOTN039012;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sezione differenziata;DIURNA;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;ITER - PROGETTO COORDINATO;226PP01;IV anno;1;6;17
001047A289;0010474004;Scuola secondaria di II grado;TOTN039012;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sezione differenziata;DIURNA;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;ITER - PROGETTO COORDINATO;226PP01;V anno;1;3;12
001047A289;0010474004;Scuola secondaria di II grado;TOTN039012;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sezione differenziata;DIURNA;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;TURISMO ;2ECTUR00;III anno;1;2;15
001047A289;0010474004;Scuola secondaria di II grado;TOTN039012;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sezione differenziata;DIURNA;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;TURISMO - BIENNIO;2ECTURN1;I anno;2;13;44
001047A289;0010474004;Scuola secondaria di II grado;TOTN039012;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;P. MARTINETTI  ;VIA MONTELLO 29;;CALUSO;TORINO;Sezione differenziata;DIURNA;I.T. PER IL TURISMO / I.T. SETT ECONOMICO;TURISMO - BIENNIO;2ECTURN1;II anno;1;7;23
001047A289;0010474005;Scuola secondaria di II grado;TOPS039018;LICEO LINGUISTICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;I anno;1;4;27
001047A289;0010474005;Scuola secondaria di II grado;TOPS039018;LICEO LINGUISTICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;II anno;1;6;20
001047A289;0010474005;Scuola secondaria di II grado;TOPS039018;LICEO LINGUISTICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;III anno;1;3;19
001047A289;0010474006;Scuola secondaria di II grado;TOPS039018;LICEO ARTISTICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;LICEO ARTISTICO;LICEO ARTISTICO-ART ARTI FIGURATIVE;4LLART01;III anno;2;16;20
001047A289;0010474006;Scuola secondaria di II grado;TOPS039018;LICEO ARTISTICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;LICEO ARTISTICO;LICEO ARTISTICO-BIENNIO;4LLARTN1;I anno;3;23;45
001047A289;0010474006;Scuola secondaria di II grado;TOPS039018;LICEO ARTISTICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;LICEO ARTISTICO;LICEO ARTISTICO-BIENNIO;4LLARTN1;II anno;2;14;28
001047A289;0010474007;Scuola secondaria di II grado;TOTN039012;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;CHIMICA, MATERIALI E BIOTECNOLOGIE - ART. BIOTECNOLOGIE SANITARIE;2TCCHM03;III anno;2;20;37
001047A289;0010474007;Scuola secondaria di II grado;TOTN039012;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO;2TCCHMN1;I anno;2;23;24
001047A289;0010474007;Scuola secondaria di II grado;TOTN039012;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;P. MARTINETTI;VIA MONTELLO 29;;CALUSO;TORINO;Scuola coordinata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO;2TCCHMN1;II anno;2;22;26
001047A290;0010474002;Scuola secondaria di II grado;TORA00601E;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;C. UBERTINI;PIAZZA MAZZINI 4;;CALUSO;TORINO;Sede centrale;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;AGROTECNICO;111ZZ01;IV anno;2;22;9
001047A290;0010474002;Scuola secondaria di II grado;TORA00601E;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;C. UBERTINI;PIAZZA MAZZINI 4;;CALUSO;TORINO;Sede centrale;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;AGROTECNICO;111ZZ01;V anno;1;20;4
001047A290;0010474002;Scuola secondaria di II grado;TORA00601E;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;C. UBERTINI;PIAZZA MAZZINI 4;;CALUSO;TORINO;Sede centrale;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;OPERATORE AGRARIO AMBIENTALE;111QQ02;III anno;2;38;11
001047A290;0010474002;Scuola secondaria di II grado;TORA00601E;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;C. UBERTINI;PIAZZA MAZZINI 4;;CALUSO;TORINO;Sede centrale;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE - BIENNIO;1SRAGRNN;I anno;3;53;9
001047A290;0010474002;Scuola secondaria di II grado;TORA00601E;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;C. UBERTINI;PIAZZA MAZZINI 4;;CALUSO;TORINO;Sede centrale;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE - BIENNIO;1SRAGRNN;II anno;2;37;5
001047A290;0010824013;Scuola secondaria di II grado;TORH00601P;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;C.UBERTINI;VIA AJMA 12;;CHIVASSO;TORINO;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;I anno;5;63;65
001047A290;0010824013;Scuola secondaria di II grado;TORH00601P;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;C.UBERTINI;VIA AJMA 12;;CHIVASSO;TORINO;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;II anno;3;40;28
001047A290;0010824013;Scuola secondaria di II grado;TORH00601P;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;C.UBERTINI;VIA AJMA 12;;CHIVASSO;TORINO;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - CUCINA;115QQ01;III anno;2;22;13
001047A290;0010824013;Scuola secondaria di II grado;TORH00601P;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;C.UBERTINI;VIA AJMA 12;;CHIVASSO;TORINO;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - SALA BAR;115QQ02;III anno;1;5;12
001047A290;0010824013;Scuola secondaria di II grado;TORH00601P;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;C.UBERTINI;VIA AJMA 12;;CHIVASSO;TORINO;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;IV anno;2;20;26
001047A290;0010824013;Scuola secondaria di II grado;TORH00601P;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;C.UBERTINI;VIA AJMA 12;;CHIVASSO;TORINO;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;V anno;3;16;44
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;BROCCA- LINGUISTICO;441BB03;IV anno;2;4;37
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;BROCCA- LINGUISTICO;441BB03;V anno;2;8;29
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;INDIRIZZO SPORTIVO;441ZZ02;IV anno;2;24;18
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;INDIRIZZO SPORTIVO;441ZZ02;V anno;2;29;17
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;I anno;2;23;25
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;II anno;3;20;33
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;III anno;2;27;28
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;P.N.I. (MINISPERIMENTAZIONE);441MM02;IV anno;2;22;16
001058A314;0010584001;Scuola secondaria di II grado;TOPC033016;LICEO SCIENTIFICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Sede centrale;DIURNA;LICEO SCIENTIFICO;P.N.I. (MINISPERIMENTAZIONE);441MM02;V anno;1;17;8
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;I anno;8;120;75
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;II anno;7;90;73
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RICEVIMENTO;115QQ03;III anno;1;6;11
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - CUCINA;115QQ01;III anno;3;38;22
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - SALA BAR;115QQ02;III anno;1;13;17
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;IV anno;3;47;37
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;V anno;4;44;39
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI TURISTICI;115ZZ02;IV anno;1;10;18
001058A314;0010584002;Scuola secondaria di II grado;TORH033013;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;N.BOBBIO;VIA PORTA MERCATORIA 4 B;;CARIGNANO;TORINO;Sezione staccata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI TURISTICI;115ZZ02;V anno;1;5;13
001058A314;0010584005;Scuola secondaria di II grado;TOPC033016;LICEO LINGUISTICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;I anno;3;13;53
001058A314;0010584005;Scuola secondaria di II grado;TOPC033016;LICEO LINGUISTICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;II anno;3;16;58
001058A314;0010584005;Scuola secondaria di II grado;TOPC033016;LICEO LINGUISTICO;N. BOBBIO;VIA VALDOCCO 23;;CARIGNANO;TORINO;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;III anno;3;10;54
