Cod. Sede;Cod. Scuola;Grado Scolastico;Cod. MIUR;Denominazione1;Denominazione2;Indirizzo;Frazione;Comune;Provincia;Tipo Unit… Scolastica;Sezione Scolastica;Tipo Insegnamento;Specializzazione;Codice Specializzazione;Anno di Corso;Classi;Maschi;Femmine
001272A268;0012724003;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;II anno;1;19;0
001272A268;0012724003;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE MECCANICO;112QQ05;III anno;1;12;0
001272A268;0012724003;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;IV anno;1;24;0
001272A268;0012724003;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;V anno;1;18;0
001272A268;0012724004;Scuola secondaria di II grado;TORI03050B;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE MECCANICO;112QQ05;III anno;1;17;0
001272A268;0012724004;Scuola secondaria di II grado;TORI03050B;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;IV anno;1;17;0
001272A268;0012724004;Scuola secondaria di II grado;TORI03050B;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;PIAZZA DI ROBILANT 5;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;V anno;1;13;0
001272A268;0012724135;Scuola secondaria di II grado;TORI030024;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;G. PLANA SEZ. LE VALLETTE;VIA PIANEZZA 300;;TORINO;TORINO;Unit… presso istituti penitenziari per minori o per adulti;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;OPERATORE DELL'INDUSTRIA DEL MOBILE E DELL'ARREDAMENTO;117QQ03;III anno;1;12;0
001272A268;0012724135;Scuola secondaria di II grado;TORI030024;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;G. PLANA SEZ. LE VALLETTE;VIA PIANEZZA 300;;TORINO;TORINO;Unit… presso istituti penitenziari per minori o per adulti;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;PRODUZIONI INDUSTRIALI E ARTIGIANATO - BIENNIO;1IAPIAN2;I anno;2;50;0
001272A268;0012724135;Scuola secondaria di II grado;TORI030024;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;G. PLANA SEZ. LE VALLETTE;VIA PIANEZZA 300;;TORINO;TORINO;Unit… presso istituti penitenziari per minori o per adulti;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;PRODUZIONI INDUSTRIALI E ARTIGIANATO - BIENNIO;1IAPIAN2;II anno;2;23;0
001272A268;0012724267;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;VIA PARENZO 46;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;II anno;1;10;0
001272A268;0012724267;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;VIA PARENZO 46;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE ELETTRICO;112QQ02;III anno;1;20;0
001272A268;0012724267;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;VIA PARENZO 46;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE ELETTRICHE;112ZZ02;IV anno;1;16;0
001272A268;0012724267;Scuola secondaria di II grado;TORI030002;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;G. PLANA;VIA PARENZO 46;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE ELETTRICHE;112ZZ02;V anno;1;18;0
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;ODONTOTECNICO;118ZZ02;IV anno;4;46;35
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;ODONTOTECNICO;118ZZ02;V anno;3;41;26
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;OPERATORE MECCANICO ODONTOTECNICO;118QQ02;III anno;4;42;25
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;SERVIZI SOCIO SANITARI - ART. ODONTOTECNICO - BIENNIO;1SRSSSN7;I anno;7;86;57
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;SERVIZI SOCIO SANITARI - ART. ODONTOTECNICO - BIENNIO;1SRSSSN7;II anno;5;55;34
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;SERVIZI SOCIO SANITARI - ART. OTTICO - BIENNIO;1SRSSSN8;I anno;2;22;27
001272A268;0012724348;Scuola secondaria di II grado;TORI030002;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;G. PLANA;PIAZZA DI ROBILANT, 5;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. SANITARIO E AUSILIARIO / I.P. SETT SERVIZI;SERVIZI SOCIO SANITARI - ART. OTTICO - BIENNIO;1SRSSSN8;II anno;3;26;33
001272A269;0012724007;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;OPERATORE FOTOGRAFICO;117QQ04;III anno;1;4;17
001272A269;0012724007;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;PRODUZIONI INDUSTRIALI E ARTIGIANATO - BIENNIO;1IAPIAN2;I anno;1;7;20
001272A269;0012724007;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;PRODUZIONI INDUSTRIALI E ARTIGIANATO - BIENNIO;1IAPIAN2;II anno;1;12;18
001272A269;0012724007;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;TECNICO DELLA PRODUZIONE DELL'IMMAGINE FOTOGRAFICA;117ZZ02;IV anno;1;9;17
001272A269;0012724007;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;TECNICO DELLA PRODUZIONE DELL'IMMAGINE FOTOGRAFICA;117ZZ02;V anno;1;7;11
001272A269;0012724101;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;OPERATORE GRAFICO PUBBLICITARIO;114QQ01;III anno;2;22;12
001272A269;0012724101;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;SERVIZI COMMERCIALI - BIENNIO;1SRCOMNN;I anno;2;24;26
001272A269;0012724101;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;BALBIS;VIA ASSAROTTI 12;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;SERVIZI COMMERCIALI - BIENNIO;1SRCOMNN;II anno;1;9;17
001272A269;0012724236;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Sede centrale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;OPERATORE GRAFICO PUBBLICITARIO;114QQ01;III anno;2;27;18
001272A269;0012724236;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Sede centrale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;SERVIZI COMMERCIALI - BIENNIO;1SRCOMNN;I anno;2;26;14
001272A269;0012724236;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Sede centrale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;SERVIZI COMMERCIALI - BIENNIO;1SRCOMNN;II anno;2;31;25
001272A269;0012724236;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Sede centrale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;TECNICO DELLA GRAFICA PUBBLICITARIA;114ZZ01;IV anno;4;45;43
001272A269;0012724236;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Sede centrale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;TECNICO DELLA GRAFICA PUBBLICITARIA;114ZZ01;V anno;4;36;34
001272A269;0012724286;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;VIA MONGINEVRO 291/293;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;OPERATORE GRAFICO PUBBLICITARIO;114QQ01;III anno;2;27;20
001272A269;0012724286;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;VIA MONGINEVRO 291/293;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;SERVIZI COMMERCIALI - BIENNIO;1SRCOMNN;I anno;3;43;34
001272A269;0012724286;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;VIA MONGINEVRO 291/293;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;SERVIZI COMMERCIALI - BIENNIO;1SRCOMNN;II anno;3;35;42
001272A269;0012724286;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;VIA MONGINEVRO 291/293;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;TECNICO DELLA GRAFICA PUBBLICITARIA;114ZZ01;IV anno;3;35;33
001272A269;0012724286;Scuola secondaria di II grado;TORC090001;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;A. STEINER;VIA MONGINEVRO 291/293;;TORINO;TORINO;Succursale;DIURNA;I. P. SERV. COMM. TURIS. PUBBL / I.P. SETT SERVIZI;TECNICO DELLA GRAFICA PUBBLICITARIA;114ZZ01;V anno;3;34;25
001272A269;0012724349;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;OPERATORE DELLA COMUNICAZIONE AUDIOVISIVA;117QQ05;III anno;1;22;4
001272A269;0012724349;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;PRODUZIONI INDUSTRIALI E ARTIGIANATO - BIENNIO;1IAPIAN2;I anno;2;36;5
001272A269;0012724349;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;PRODUZIONI INDUSTRIALI E ARTIGIANATO - BIENNIO;1IAPIAN2;II anno;1;18;8
001272A269;0012724349;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;TECNICO DELL'INDUSTRIA AUDIOVISIVA;117ZZ03;IV anno;2;35;10
001272A269;0012724349;Scuola secondaria di II grado;TORC090001;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;A. STEINER;LUNGO DORA AGRIGENTO 20/A;;TORINO;TORINO;Scuola coordinata;DIURNA;I. P. ATIPICO / I.P. SETT SERVIZI / ARTIGIANATO;TECNICO DELL'INDUSTRIA AUDIOVISIVA;117ZZ03;V anno;1;16;7
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE ELETTRONICO;112QQ03;III anno;0;16;0
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE MECCANICO;112QQ05;III anno;1;18;1
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELL'ABBIGLIAMENTO E DELLA MODA;112ZZ06;V anno;1;2;12
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE ELETTRONICHE;112ZZ03;IV anno;0;17;0
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE ELETTRONICHE;112ZZ03;V anno;1;14;0
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;IV anno;1;17;1
001272A270;0012724010;Scuola secondaria di II grado;TORI04851N;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;SERALE;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;V anno;1;15;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;I anno;3;92;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;II anno;3;64;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE DELLA MODA;112QQ07;III anno;2;1;44
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE ELETTRONICO;112QQ03;III anno;1;28;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE MECCANICO;112QQ05;III anno;2;40;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELL'ABBIGLIAMENTO E DELLA MODA;112ZZ06;IV anno;2;3;30
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELL'ABBIGLIAMENTO E DELLA MODA;112ZZ06;V anno;2;0;28
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE ELETTRONICHE;112ZZ03;IV anno;2;41;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE ELETTRONICHE;112ZZ03;V anno;2;31;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;IV anno;1;22;0
001272A270;0012724313;Scuola secondaria di II grado;TORI048018;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;TECNICO DELLE INDUSTRIE MECCANICHE;112ZZ04;V anno;2;25;0
001272A270;0012724388;Scuola secondaria di II grado;TOTF048015;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sezione differenziata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SISTEMA MODA - BIENNIO;2TCMODNN;I anno;3;0;86
001272A270;0012724388;Scuola secondaria di II grado;TOTF048015;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;ROMOLO ZERBONI;VIA PAOLO DELLA CELLA 3;;TORINO;TORINO;Sezione differenziata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SISTEMA MODA - BIENNIO;2TCMODNN;II anno;2;1;52
001272A271;0012724001;Scuola secondaria di II grado;TORI04000L;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;BIRAGO;CORSO NOVARA 65;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;I anno;7;163;1
001272A271;0012724001;Scuola secondaria di II grado;TORI04000L;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;BIRAGO;CORSO NOVARA 65;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;II anno;5;113;0
001272A271;0012724001;Scuola secondaria di II grado;TORI04000L;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;BIRAGO;CORSO NOVARA 65;;TORINO;TORINO;Sede centrale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE TERMICO;112QQ06;III anno;4;83;0
001272A271;0012724205;Scuola secondaria di II grado;TORI04000L;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;BIRAGO;VIA PISACANE 72;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;I anno;4;107;2
001272A271;0012724205;Scuola secondaria di II grado;TORI04000L;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;BIRAGO;VIA PISACANE 72;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;MANUTENZIONE E ASSISTENZA TECNICA - BIENNIO;1IAMANNN;II anno;2;35;1
001272A271;0012724205;Scuola secondaria di II grado;TORI04000L;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;BIRAGO;VIA PISACANE 72;;TORINO;TORINO;Succursale;DIURNA;I.P. INDUSTRIA E ARTIG. / I.P. SETT. IND E ARTIG;OPERATORE TERMICO;112QQ06;III anno;2;33;0
